Date,Strategy,SP500
2020-01-02,100000.0,100000.0
2020-01-03,100000.0,99242.7967058614
2020-01-06,100000.0,99621.3983529307
2020-01-07,100000.0,99341.30179882038
2020-01-08,100000.0,99870.73969070656
2020-01-09,100000.0,100547.93008245625
2020-01-10,100000.0,100258.54117688659
2020-01-13,100000.0,100948.1179441988
2020-01-14,100000.0,100794.15683782924
2020-01-15,100000.0,101021.93251923152
2020-01-16,100000.0,101862.2735773117
2020-01-17,100000.0,102179.33395426252
2020-01-20,100000.0,102179.33395426252
2020-01-21,100000.0,101979.2811399906
2020-01-22,100000.0,101991.56472405468
2020-01-23,100000.0,102108.56200758375
2020-01-24,100000.0,101200.5019103286
2020-01-27,100000.0,99578.2978776331
2020-01-28,100000.0,100621.79605323818
2020-01-29,100000.0,100538.68912674613
2020-01-30,100000.0,100864.9493428077
2020-01-31,100000.0,99033.46181928001
2020-02-03,100605.50024154746,99769.15085279425
2020-02-04,101984.81876182053,101289.76604757746
2020-02-05,103269.21080718558,102459.45106667253
2020-02-06,103609.29239708616,102804.22403160387
2020-02-07,102833.01773369958,102256.30422829745
2020-02-10,103571.30089187119,103019.654454043
2020-02-11,104042.19663101865,103198.21356599024
2020-02-12,104508.34167840323,103863.09981537619
2020-02-13,104374.97407463157,103752.29058005345
2020-02-14,104448.30079247794,103918.48387473787
2020-02-17,104467.04227951133,103918.48387473787
2020-02-18,104111.9538999243,103650.69146299131
2020-02-19,105049.23135926566,104146.28011443983
2020-02-20,104409.49948785751,103718.43106046597
2020-02-21,103830.73126267166,102650.29376268382
2020-02-24,101160.25551651687,99245.89072996458
2020-02-25,98600.75271059592,96238.5095808358
2020-02-26,98383.43084619491,95884.51621849403
2020-02-27,95459.17238710372,91578.16918267704
2020-02-28,93831.77462242813,91193.4000457011
2020-03-02,97528.74167341075,95142.66997422298
2020-03-03,96319.60654518919,92418.52051990706
2020-03-04,100145.88479820627,96303.12431675776
2020-03-05,97945.18042253946,93101.84756411388
2020-03-06,96056.86598910287,91562.78129535996
2020-03-09,89652.49339904488,84412.21919546944
2020-03-10,92712.42123875431,88780.1537575792
2020-03-11,88063.09645130778,84452.23592581373
2020-03-12,79431.08310919434,76372.09946804371
2020-03-13,84041.91076954597,82900.87065427097
